id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
zh_maps_00019,zh,high,流言止于智者,gossip ends with the wise,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00020,zh,high,劣币驱逐良币,bad money driving out good money,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00021,zh,high,女人心，海底针,"A woman's heart, a sea needle",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00022,zh,high,床头吵架床尾和,Quarrel at the head of the bed and make-up at the end of the bed,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00023,zh,high,天不从人愿,God doesn't do what people want,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00024,zh,high,得饶人处且饶人,be forgiving and forgiving,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00025,zh,high,燕雀安知鸿鹄志,swallow doesn't know eagle ambition,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00026,zh,high,人外有人，天外有天,"There are people beyond people, and there is a sky beyond the sky",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00027,zh,high,平安就是福,safty is blessing,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00028,zh,high,万变不离其宗,"No matter how the world changes, we must always stick to our beliefs and principles, and stay true to our principles",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00029,zh,high,条条大路通罗马,All roads lead to Rome,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00030,zh,high,聊胜于无,better than nothing,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00031,zh,high,习惯成自然,it comes naturally from habit,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00032,zh,high,一分钱一分货,you get what you pay for,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00033,zh,high,船到桥头自然直,We'll cross that bridge when we come to it,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00034,zh,high,当局者迷，旁观者清,Lookers-on see most of the game,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00035,zh,high,开弓没有回头箭,There is no turning back when the bow is opened,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00036,zh,high,山不转路转,There's more than one way to skin a cat,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00037,zh,high,不打不相识,friends are often made after a fight,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00038,zh,high,覆巢之下无完卵,There are no eggs under the overturned nest,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00039,zh,high,皇天不负苦心人,Heaven helps those who help themselves,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00040,zh,high,三十六计，走为上计,"Thirty-six strategies, the best strategy is to escape",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00041,zh,high,射人先射马，擒贼先擒王,"When you shoot a man, you shoot the horse first; when you capture a thief, you capture the king first",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00042,zh,high,人心齐，泰山移,Mount Denali can be moved when people are united.,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00043,zh,high,三个臭皮匠，胜过诸葛亮,Two heads are better than one,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00044,zh,high,知己知彼，百战百胜,"Know thyself, ever-victorious",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00045,zh,high,人定胜天,Man can conquer nature,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00046,zh,high,江山易改，本性难移,A leopard can't change its spots,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00047,zh,high,人生七十古来稀,a life span of seventy is rare since ancient times,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00048,zh,high,杀鸡焉用牛刀,How can you kill a chicken with a sledgehammer,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00049,zh,high,一山不容二虎,One mountain cannot accommodate two tigers,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00050,zh,high,天有不测风云，人有旦夕祸福,"Unpredictable events happen in the sky, and people have misfortunes and blessings",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00051,zh,high,欲速则不达,Haste makes waste,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00052,zh,high,日久见人心,time reveals a person's heart,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00053,zh,high,几家欢乐几家愁,some are happy and some are sad,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00054,zh,high,人不为己，天诛地灭,"The so-called man is not for himself, heaven and earth will perish",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00055,zh,high,耳听为虚，眼见为实,"hearing is untrustworthy, seeing is believing",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00056,zh,high,少壮不努力，老大徒伤悲,"If the young don't work hard, they will be sad when they are older",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00057,zh,high,有钱能使鬼推磨,Money makes the world go around,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00058,zh,high,差之毫厘，谬以千里,the difference is a thousand miles away,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00059,zh,high,计划赶不上变化,Man plans and God laughs,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00060,zh,high,天生我材必有用,I am born to be useful,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00061,zh,high,水滴石穿,Little strokes fell great oaks,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00062,zh,high,这山望著那山高,The grass is always greener on the other side,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00063,zh,high,不听老人言，吃亏在眼前,"If you don't listen to the old man's words, you will suffer in front of your eyes",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00064,zh,high,日有所思，夜有所梦,"think about it every day, dream about it at night",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00065,zh,high,姜还是老的辣,Older gingers are more spicy,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00066,zh,high,良禽择木而栖,a good bird that chooses a tree to live in,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00067,zh,high,身正不怕影子斜,Standing upright is not afraid of oblique shadows,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00068,zh,high,不知者不罪,those who don't know are not guilty,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00069,zh,high,严师出高徒,strict teachers produce excellent students.,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00070,zh,high,君子报仇，十年不晚,"a gentleman takes revenge, ten years is not too late",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00071,zh,high,授人以鱼不如授人以渔,Give a man a fish and you feed him for a day; teach a man to fish and you feed him for a lifetime,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00072,zh,high,英雄所见略同,Great minds think alike,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00073,zh,high,真人不露相,hide one's light under a bushel,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00074,zh,high,大难不死，必有后福,"If you survive a catastrophe, there will be future blessings",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00075,zh,high,大人不计小人过,great people don't care about villains,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00076,zh,high,一寸光阴一寸金，寸金难买寸光阴,"An inch of time is worth an inch of gold, an inch of gold cannot buy an inch of time",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00077,zh,high,不孝有三，无后为大,"there are three kinds of unfilial piety, the greatest thing is to have no descendants",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00078,zh,high,不怕一万，就怕万一,"Don't be afraid of ten thousand, be afraid of just in case",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00079,zh,high,机不可失，时不再来,Opportunity seldom knocks twice,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00080,zh,high,求人不如求己,"If you want a thing done well, do it yourself",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00081,zh,high,闻名不如见面,better met than heard,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00082,zh,high,养不教，父之过,It is the fault of the father whether to raise or not to teach,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00083,zh,high,人逢喜事精神爽,people are in high spirits on happy occasions,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00084,zh,high,情人眼里出西施,Beauty is in the eyes of beholder,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00085,zh,high,仇人相见，分外眼红,enemies are jealous when they meet each other,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00086,zh,high,酒逢知己千杯少，话不投机半句多,A thousand cups of wine is not enough when you meet a bosom friend,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00087,zh,high,血浓于水,blood is thicker than water,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00088,zh,high,多行不义必自毙,Unjust is doomed to destruction,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00089,zh,high,今日事，今日毕,Don't put off until tomorrow what can be done today,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00090,zh,high,同是天涯沦落人,Those who have the same misfortune sympathize with each other,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00091,zh,high,虎父无犬子,"Like father, like son",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00092,zh,high,人为财死，鸟为食亡,"Man dies for wealth, and bird dies for food",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00093,zh,high,平生不做亏心事，半夜敲门也不惊,"I will never do anything wrong in my life, and I will not be surprised if someone knocks my door in the middle of the night",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00094,zh,high,话不投机半句多,half a sentence is too much,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00095,zh,high,好马不吃回头草,A good horse never turns back,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00096,zh,high,忠言逆耳,Sometimes good advice is hard to hear,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00097,zh,high,慈母多败儿,loving mother raises loser kid,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00098,zh,high,慢工出细活,Slow and steady wins the race,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00099,zh,high,士可杀不可辱,A scholar can be killed but not humiliated,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00100,zh,high,请神容易送神难,it’s easier to ask God than to send God away,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00101,zh,high,平时不烧香，临时抱佛脚,"You really don't usually burn incense, so you just hug Buddha's feet temporarily",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00102,zh,high,吃人家的嘴软，拿人家的手软,"Eat others' mouths softly, take others' hands softly",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00103,zh,high,龙生龙，凤生凤，老鼠的儿子会打洞,"Like father, like son",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00104,zh,high,莫待无花空折枝,Seize the day,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00105,zh,high,树欲静而风不止,the tree wants to be still but the wind doesn't stop,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00106,zh,high,一朝被蛇咬，十年怕井绳,"Once bitten, twice shy",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00107,zh,high,受人之托，忠人之事,"entrusted by others, it is a matter of loyalty",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00108,zh,high,枪打出头鸟,The nail that sticks out gets hammered down,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00109,zh,high,心静自然凉,Calm and cool naturall,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00110,zh,high,谋事在人，成事在天,"Man proposes, God disposes",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00111,zh,high,隔行如隔山,different trades are montains apart,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00112,zh,high,兔子不吃窝边草,Don't shit where you eat,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00113,zh,high,塞翁失马，焉知非福,Every cloud has a silver lining,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00114,zh,high,事实胜于雄辩,facts speak louder than words,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00115,zh,high,兵来将挡，水来土掩,"the soldiers will block you, and the water will cover you",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00116,zh,high,听君一席话，胜读十年书,Listening to what you say is better than reading ten years of books,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00117,zh,high,清官难断家务事,It's hard for an upright official to decide on housework,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00118,zh,high,好心没好报,No good deed goes unpunished,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00119,zh,high,狗改不了吃屎,A leopard cannot change its spots,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00120,zh,high,亲兄弟，明算帐,"Brother, settle accounts clearly",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00121,zh,high,百无一用是书生,a useless person is a scholar,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00122,zh,high,君子一言，驷马难追,"When a gentleman says a word, he whips the horse quickly",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00123,zh,high,傻人有傻福,Fortune favors fools,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00124,zh,high,三思而后行,Look before you leap,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00125,zh,high,国有国法，家有家规,"The state owns the state law, and the family has family rules",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00126,zh,high,有志者事竟成,"Where there is a will, there is a way",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00127,zh,high,天涯何处无芳草,There are plenty of fish in the sea,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00128,zh,high,要想富先修路,build roads first if we want to get rich,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00129,zh,high,读万卷书，行万里路,Read thousands of books and travel thousands of miles,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00130,zh,high,好汉不吃眼前亏,A hero does not suffer from immediate losses,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00131,zh,high,种瓜得瓜，种豆得豆,you reap what you sow,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00132,zh,high,功夫不负有心人,Hard work pays off,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00133,zh,high,只要功夫深，铁杵磨成针,Practice makes perfect,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00134,zh,high,天无绝人之路,There is always a way out,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00135,zh,high,鱼与熊掌不可兼得,You can't have your cake and eat it too,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00136,zh,high,儿孙自有儿孙福,Children and grandchildren have their own blessings,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00137,zh,high,不在其位，不谋其政,"if you do not hold the post, do not meddle in the affairs of that post.",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00138,zh,high,家丑不可外扬,What happens in the family stays in the family,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00139,zh,high,言多必失,talking too much,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00140,zh,high,夏虫不可语冰,Summer insects can't talk to ice,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00141,zh,high,真金不怕火炼,real gold is not afraid of fire,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00142,zh,high,书到用时方恨少,"When you need to use the knowlede, you will regret not read more books",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00143,zh,high,万事起头难,everything is difficult at the beginning,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00144,zh,high,有其母必有其子,"like mother, like son",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00145,zh,high,无信不立,"If people have no faith in a person, there is no standing for that person.",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00146,zh,high,人贵自知,knowing yourself,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00147,zh,high,蜉蝣在世,Life is short,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00148,zh,high,百年树人,it takes a hundred years to cultivate people,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00149,zh,high,成王败寇,winner is the king and loser is the theif,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00150,zh,high,三人成虎,What you are told three times is true.,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00151,zh,high,一图胜千言,A picture is worth a thousand words,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00152,zh,high,知耻近乎勇,Knowing shame is close to courage,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00153,zh,high,人多好办事,Many hands make light work,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00154,zh,high,万恶淫为首,"Of all bad traits, corruption is the worst",literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00155,zh,high,工字不出头,cannot be successful in life by being a worker,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00156,zh,high,时穷节乃见,only at perilous times will one's integrity be tested and manifested,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00157,zh,high,同行如敌国,your peer is like your enemy,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00158,zh,high,话不说不明,people won't understand you unless you explain things,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00159,zh,high,欺山莫欺水,"Bully the mountains, don't bully the water",figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00160,zh,high,病向浅中医,seek doctor when the sickness just started,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00161,zh,high,疑心生暗鬼,skepticism creates ghost,figurative,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00162,zh,high,贫贱不能移,one cannot be easily moved because of poverty,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
zh_maps_00163,zh,high,不自由毋宁死,Give me liberty or give me death,literal,,,,,,MAPS,https://github.com/UKPLab/maps,gated-research-only-do-not-redistribute,human
